Used,variable_2014,description_2014,topic_2014,variable_2008,description_2008,topic_2008,Used
,TJB7_JOBHRS2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_JOBHRS3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_MSUM,Monthly earnings from job 7.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_MTHLY1,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_MTHLY2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_MTHLY3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_MWKHRS,Average number of hours worked per week at job 7 during the reference month.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OCC,Occupation code,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OINCAMT,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OTHER1,What is/was the gross dollar amount of ... the first average monthly pay before any taxes and other deductions?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OTHER2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OTHER3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_OXAMT,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PRFTB,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PVMILE,How many miles did ... drive each way as part of his/her commute?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PVOEXPC,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PVOTHRC,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PVPARKC,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_PVTIME,What is ... one-way travel to work in minutes?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_SMTHLY1,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_SMTHLY2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_SMTHLY3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_STRTYR,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_TXAMT,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKHRS1,Hours worked at job 7 in week 1.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKHRS2,Hours worked at job 7 in week 2.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKHRS3,Hours worked at job 7 in week 3.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKHRS4,Hours worked at job 7 in week 4.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKHRS5,Hours worked at job 7 in week 5.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKLY1,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKLY2,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKLY3,Suppressed,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKSUM1,Recode of amount of wage/salary earnings for week 1 of job 7,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKSUM2,Recode of amount of wage/salary earnings for week 2 of job 7,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKSUM3,Recode of amount of wage/salary earnings for week 3 of job 7,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKSUM4,Recode of amount of wage/salary earnings for week 4 of job 7,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WKSUM5,Recode of amount of wage/salary earnings for week 5 of job 7,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WSBEG,What time of the day did ... begin work most days?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJB7_WSEND,What time of the day did ... end work most days?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,TJOBDNC_MED,Median of topcoded values for TJOMCBDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOBDNC_STD,Standard deviation of topcoded values for TJOMCBDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOBDVL_MED,Median of topcoded values for TJOMCBDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOBDVL_STD,Standard deviation of topcoded values for TJOMCBDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDINC,Share of total interest income earned over the reference period from jointly-owned certificates of deposit [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDNC_MED,Median of topcoded values for TJOCDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDNC_STD,Standard deviation of topcoded values for TJOCDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDVAL,Share of value of jointly-owned certificates of deposit (CDs) as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDVL_MED,Median of topcoded values for TJOCDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCDVL_STD,Standard deviation of topcoded values for TJOCDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCHKVAL,Share of value of jointly-owned regular (non-interest-earning) checking accounts as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCKVL_MED,Median of topcoded values for TJOCHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOCKVL_STD,Standard deviation of topcoded values for TJOCHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGOVSINC,Share of total interest income earned over the reference period from jointly-owned government securities [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGOVSVAL,Share of value of jointly-owned government securities as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGRNC_MED,Median of topcoded values for TJORPGROINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGRNC_STD,Standard deviation of topcoded values for TJORPGROINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGVNC_MED,Median of topcoded values for TJOGOVSINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGVNC_STD,Standard deviation of topcoded values for TJOGOVSINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGVVL_MED,Median of topcoded values for TJOGOVSVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOGVVL_STD,Standard deviation of topcoded values for TJOGOVSVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOICHKINC,Share of total interest income earned over the reference period from jointly-owned interest-earning checking accounts [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOICHKVAL,Share of value of jointly-owned interest-earning checking accounts as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOIKNC_MED,Median of topcoded values for TJOICHKINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOIKNC_STD,Standard deviation of topcoded values for TJOICHKINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOIKVL_MED,Median of topcoded values for TJOICHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOIKVL_STD,Standard deviation of topcoded values for TJOICHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMCBDINC,Share of total interest income earned over the reference period from jointly-owned municipal and corporate bonds [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMCBDVAL,Share of value of jointly-owned municipal and corporate bonds as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFINC,Share of dividend income earned over the reference period from jointly-owned mutual funds [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFNC_MED,Median of topcoded values for TJOMFINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFNC_STD,Standard deviation of topcoded values for TJOMFINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFVAL,Share of value of jointly-owned mutual funds as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFVL_MED,Median of topcoded values for TJOMFVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMFVL_STD,Standard deviation of topcoded values for TJOMFVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMINC,Share of total interest income earned over the reference period from jointly-owned money market deposit accounts and money market funds [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMNC_MED,Median of topcoded values for TJOMMINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMNC_STD,Standard deviation of topcoded values for TJOMMINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMVAL,Share of value of jointly-owned money market accounts and money market mutual funds as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMVL_MED,Median of topcoded values for TJOMMVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOMMVL_STD,Standard deviation of topcoded values for TJOMMVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJONET_BMED,Median of bottomcoded values for TJORPNETINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJONET_BSTD,Standard deviation of bottomcoded values for TJORPNETINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJONET_TMED,Median of topcoded values for TJORPNETINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJONET_TSTD,Standard deviation of topcoded values for TJORPNETINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOREDEBTVAL,Share of debt against jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOREDT_MED,Median of topcoded values for TJOREDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOREDT_STD,Standard deviation of topcoded values for TJOREDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOREVAL,Share of value of jointly-owned other real estate as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,TOTHREVA,Equity in other real estate,Real Estate,
,TJOREVL_MED,Median of topcoded values for TJOREVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOREVL_STD,Standard deviation of topcoded values for TJOREVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJORPDEBTVAL,Share of total debt against jointly-owned rental property as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,TRTPRI,Principal owed on joint rental property,Rental Properties,
,TJORPDT_MED,Median of topcoded values for TJORPDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJORPDT_STD,Standard deviation of topcoded values for TJORPDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJORPGROINC,Share of total gross income earned over the reference period from jointly-owned rental property [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJORPNETINC,Share of net income earned over the reference period from jointly-owned rental property [for respondents without a spouse or civil union partner in the household].,Assets,TJACLR2,Amount of net income from rental property with others,Assets,
,TJORPVAL,Share of value of jointly-owned rental property as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,TRTMV,Market value of joint rental property with others,Rental Properties,
,TJORPVL_MED,Median of topcoded values for TJORPVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJORPVL_STD,Standard deviation of topcoded values for TJORPVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSAVINC,Share of total interest income earned over the reference period from jointly-owned savings accounts [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSAVVAL,Share of value of jointly-owned savings accounts as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTINC,Share of dividend income earned over the reference period from jointly-owned stocks [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTNC_MED,Median of topcoded values for TJOSTINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTNC_STD,Standard deviation of topcoded values for TJOSTINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTVAL,Share of value of jointly-owned stocks as of the last day of the reference period [for respondents without a spouse or civil union partner in the household].,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTVL_MED,Median of topcoded values for TJOSTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSTVL_STD,Standard deviation of topcoded values for TJOSTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSVNC_MED,Median of topcoded values for TJOSAVINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSVNC_STD,Standard deviation of topcoded values for TJOSAVINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSVVL_MED,Median of topcoded values for TJOSAVVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJOSVVL_STD,Standard deviation of topcoded values for TJOSAVVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSBDNC_MED,Median of topcoded values for TJSMCBDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSBDNC_STD,Standard deviation of topcoded values for TJSMCBDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSBDVL_MED,Median of topcoded values for TJSMCBDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSBDVL_STD,Standard deviation of topcoded values for TJSMCBDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCCDEBTVAL,Share of credit card debt or store bills owed jointly with a spouse or civil union partner as of the last day of the reference period.,Assets,TALJDAB,Amt owed for store bills or credit cards with spouse,Assets and Liabilities,
,TJSCCDT_MED,Median of topcoded values for TJSCCDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCCDT_STD,Standard deviation of topcoded values for TJSCCDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCDINC,"Share of total interest income earned over the reference period from jointly-owned certificates of deposit [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TCDJTINT,Amount of monthly interest from joint CDs,Assets,
,TJSCDNC_MED,Median of topcoded values for TJSCDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCDNC_STD,Standard deviation of topcoded values for TJSCDINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCDVAL,"Share of value of jointly-owned certificates of deposit (CDs) as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TIAJTA,Amount in joint interest earning account,Interest Earnings,
,TJSCDVL_MED,Median of topcoded values for TJSCDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCDVL_STD,Standard deviation of topcoded values for TJSCDVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCHKVAL,"Share of value of jointly-owned regular (non-interest-earning) checking accounts as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TALJCHA,Estimate of a joint non-interest checking account,Assets and Liabilities,
,TJSCKVL_MED,Median of topcoded values for TJSCHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSCKVL_STD,Standard deviation of topcoded values for TJSCHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSEDDEBTVAL,Share of student loans or educational expenses owed jointly with a spouse or civil union partner as of the last day of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSEDDT_MED,Median of topcoded values for TJSEDDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSEDDT_STD,Standard deviation of topcoded values for TJSEDDEBTVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGOVSINC,"Share of total interest income earned over the reference period from jointly-owned government securities [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TGVJTINT,Amount of monthly int from joint US Govt securities,Assets,
,TJSGOVSVAL,"Share of value of jointly-owned government securities as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TIMJA,Amount in joint bonds/US securities,Interest Earnings,
,TJSGRNC_MED,Median of topcoded values for TJSRPGROINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGRNC_STD,Standard deviation of topcoded values for TJSRPGROINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGVNC_MED,Median of topcoded values for TJSGOVSINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGVNC_STD,Standard deviation of topcoded values for TJSGOVSINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGVVL_MED,Median of topcoded values for TJSGOVSVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSGVVL_STD,Standard deviation of topcoded values for TJSGOVSVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSICHKINC,"Share of total interest income earned over the reference period from jointly-owned interest-earning checking accounts [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TCKJTINT,Amount of monthly interest from joint checking account,Assets,
,TJSICHKVAL,"Share of value of jointly-owned interest-earning checking accounts as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TIAJTA,Amount in joint interest earning account,Interest Earnings,
,TJSIKNC_MED,Median of topcoded values for TJSICHKINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSIKNC_STD,Standard deviation of topcoded values for TJSICHKINC,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSIKVL_MED,Median of topcoded values for TJSICHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSIKVL_STD,Standard deviation of topcoded values for TJSICHKVAL,Assets,*** NO MATCH AVAILABLE ***,,,
,TJSMCBDINC,"Share of total interest income earned over the reference period from jointly-owned municipal and corporate bonds [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse/partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TBDJTINT,Amt of monthly interest from joint municipal bonds,Assets,
,TJSMCBDVAL,"Share of value of jointly-owned municipal and corporate bonds as of the last day of the reference period [for respondents with a spouse or civil union partner in the household; this joint amount question is asked of only one spouse or partner, and this response is divided by 2 and copied to both spouses'/partners' records].",Assets,TIMJA,Amount in joint bonds/US securities,Interest Earnings,
